team,team_code,group,player,position,club,source,notes
Iran,IRN,G,Shoja KHALILZADEH,DF,Tractor Sazi Tabriz FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Milad MOHAMMADI,DF,Persepolis FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Saeid EZATOLAHI,MF,Shabab Al Ahli Club (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Alireza JAHANBAKHSH,MF,FCV Dender EH (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Mohammad MOHEBBI,MF,FC Rostov (RUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Mehdi TAREMI,FW,Olympiacos FC (GRE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Mehdi GHAYEDI,FW,Al Nasr SC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Ali ALIPOUR,FW,Persepolis FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Payam NIAZMAND,GK,Persepolis FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Hossein KANANI,DF,Persepolis FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Saman GHODDOS,MF,Al Ittihad Kalba SCC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Roozbeh CHESHMI,MF,Esteghlal Tehran FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Mehdi TORABI,MF,Tractor Sazi Tabriz FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Arya YOUSEFI,DF,Sepahan SC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Amirhossein HOSSEINZADEH,FW,Tractor Sazi Tabriz FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Ali NEMATI,DF,Foolad Khuzestan FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Shahriyar MOGHANLOO,FW,Al Ittihad Kalba SCC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Mohammad GHORBANI,MF,Al Wahda SC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Hossein HOSSEINI,GK,Sepahan SC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Ramin REZAEIAN,DF,Foolad Khuzestan FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Dennis DARGAHI,FW,Standard Liège (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Danial IRI,DF,Malavan Anzali FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iran,IRN,G,Amirmohammad RAZAGHINIA,MF,Esteghlal Tehran FC (IRN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Fahad FAHAD TALIB,GK,Al Talaba SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Rebin REBIN GHAREEB,DF,Port FC (THA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Hussein HUSSEIN ALI,DF,Pogoń Szczecin (POL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Zaid ZAID TAHSEEN,DF,Pakhtakor Tashkent FK (UZB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Akam AKAM HASHIM,DF,Al Zawra'a SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Munaf MUNAF YOUNUS,DF,Al Shorta SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Youssef YOUSSEF AMYN,MF,AEK Larnaca FC (CYP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ibrahim IBRAHIM BAYESH,MF,Al Dhafra SCC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ali ALI ALHAMADI,FW,Luton Town FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Mohanad MOHANAD ALI,FW,Dibba FC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ahmed AHMED QASIM,FW,Nashville SC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Jalal JALAL HASSAN,GK,Al Zawra'a SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ali ALI YOUSIF,FW,Al Talaba SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Zidane ZIDANE IQBAL,MF,FC Utrecht (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ahmed AHMED YAHYA,DF,Al Shorta SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Amir AMIR ALAMMARI,MF,KS Cracovia (POL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ali ALI JASIM,FW,Al Najmah SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Aymen AYMEN HUSSEIN,FW,Al Karma SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Kevin KEVIN YAKOB,MF,Aarhus GF (DEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Aimar AIMAR SHER,MF,Sarpsborg 08 FF (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Marko MARKO FARJI,FW,Venezia FC (ITA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Ahmed AHMED BASIL,GK,Al Shorta SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Merchas MERCHAS DOSKI,DF,FC Viktoria Plzeň (CZE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Zaid ZAID ISMAEL,MF,Al Talaba SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Mustafa MUSTAFA SAADOON,DF,Al Shorta SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Iraq,IRQ,I,Frans FRANS PUTROS,DF,Persib Bandung (IDN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Shogo TANIGUCHI,DF,Sint-Truiden VV (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Kou ITAKURA,DF,AFC Ajax (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Yuto NAGATOMO,DF,FC Tokyo (JPN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Keisuke GOTO,FW,Sint-Truiden VV (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Daizen MAEDA,MF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Keisuke OSAKO,GK,Sanfrecce Hiroshima (JPN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Keito NAKAMURA,MF,Stade Reims (FRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Junya ITO,MF,KRC Genk (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Tsuyoshi WATANABE,DF,Feyenoord Rotterdam (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Ayase UEDA,FW,Feyenoord Rotterdam (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Koki OGAWA,FW,NEC Nijmegen (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Takehiro TOMIYASU,DF,AFC Ajax (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Tomoki HAYAKAWA,GK,Kashima Antlers (JPN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Japan,JPN,F,Junnosuke SUZUKI,DF,FC København (DEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Yazeed YAZEED ABULAILA,GK,Al Hussein SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Mohammad MOHAMMAD ABUHASHEESH,DF,Al Karma SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Abdallah ABDALLAH NASIB,DF,Al Zawra'a SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Husam HUSAM ABUDAHAB,DF,Al Faisaly SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Yazan YAZAN ALARAB,DF,FC Seoul (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Amer AMER JAMOUS,MF,Al Zawra'a SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Mohammad MOHAMMAD ABUZRAIQ,FW,Raja Casablanca (MAR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Noor NOOR ALRAWABDEH,MF,Selangor FC (MAS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Ali ALI OLWAN,FW,Al Sailiya SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Odeh ODEH FAKHOURY,FW,Pyramids FC (EGY),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Noureddin NOUR BANIATEYAH,GK,Al Faisaly SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Mahmoud MAHMOUD ALMARDI,FW,Al Hussein SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Raja'ei RAJAEI AYED,MF,Al Hussein SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Ibrahim IBRAHIM SADEH,MF,Al Karma SC (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Mohammad MOHAMMAD ABUALNADI,DF,Selangor FC (MAS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Saleem SALEEM OBAID,DF,Al Hussein SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Ibrahim IBRAHIM SABRA,FW,NK Lokomotiva Zagreb (CRO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Sa'ed SAED ALROSAN,DF,Al Hussein SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Mohannad MOHANNAD ABUTAHA,MF,Al-Quwa Al-Jawiya (IRQ),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Nizar NIZAR ALRASHDAN,MF,Qatar SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Abdallah ABDALLAH ALFAKHORI,GK,Al Wahdat SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Ehsan EHSAN HADDAD,DF,Al Hussein SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Ali ALI AZAIZEH,FW,Al Shabab FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Mohammad MOHAMMAD ALDAOUD,MF,Al Wahdat SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Jordan,JOR,J,Anas ANAS BADAWI,DF,Al Faisaly SC (JOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Seunggyu KIM,GK,FC Tokyo (JPN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Hanbeom LEE,DF,FC Midtjylland (DEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Gihyuk LEE,MF,Gangwon FC (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Taehyeon KIM,DF,Kashima Antlers (JPN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Inbeom HWANG,MF,Feyenoord Rotterdam (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Heungmin SON,FW,LAFC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Seungho PAIK,MF,Birmingham City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Guesung CHO,FW,FC Midtjylland (DEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Bumkeun SONG,GK,Jeonbuk Hyundai Motors FC (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Taeseok LEE,DF,FK Austria Wien (AUT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Wije CHO,DF,Jeonbuk Hyundai Motors FC (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Moonhwan KIM,DF,Daejeon Hana Citizen FC (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Jinseob PARK,DF,Zhejiang FC (CHN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Junho BAE,MF,Stoke City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Hyeongyu OH,FW,Beşiktaş JK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Hyunjun YANG,MF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Hyeonwoo JO,GK,Ulsan HD (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Youngwoo SEOL,DF,FK Crvena Zvezda (SRB),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Jingyu KIM,MF,Jeonbuk Hyundai Motors FC (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Jisung EOM,MF,Swansea City AFC (WAL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
South Korea,KOR,A,Donggyeong LEE,MF,Ulsan HD (KOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Raul RANGEL,GK,CD Guadalajara (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Jorge SANCHEZ,DF,PAOK Saloniki (GRE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Cesar MONTES,DF,FC Lokomotiv Moscow (RUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Edson ALVAREZ,DF,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Erik LIRA,MF,CF Cruz Azul (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Luis ROMO,MF,CD Guadalajara (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Alexis VEGA,FW,Deportivo Toluca FC (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Carlos ACEVEDO,GK,Club Santos Laguna (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Guillermo OCHOA,GK,AEL Limassol (CYP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Armando GONZALEZ,FW,CD Guadalajara (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Israel REYES,DF,Club América (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Julian QUINONES,FW,Al Qadsiah FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Orbelin PINEDA,MF,AEK Athens (GRE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Gilberto MORA,MF,Club Tijuana (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Mateo CHAVEZ,DF,AZ Alkmaar (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Cesar HUERTA,FW,RSC Anderlecht (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Guillermo MARTINEZ,FW,Pumas UNAM (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Jesus GALLARDO,DF,Deportivo Toluca FC (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Luis CHAVEZ,MF,FC Dynamo Moscow (RUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Roberto ALVARADO,FW,CD Guadalajara (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Mexico,MEX,A,Brian GUTIERREZ,MF,CD Guadalajara (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Yassine BOUNOU,GK,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Sou RAHIMI,FW,Al Ain FC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Ismael SAIBARI,MF,PSV Eindhoven (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Munir EL KAJOUI,GK,RS Berkane (MAR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Zakaria EL OUAHDI,DF,KRC Genk (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Youssef BELAMMARI,DF,Al Ahly FC (EGY),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Ayoub EL KAABI,FW,Olympiacos FC (GRE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Ahmed TAGNAOUTI,GK,ASFAR (MAR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Redouane HALHAL,DF,KV Mechelen (BEL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Morocco,MAR,C,Anass SALAH EDDINE,DF,PSV Eindhoven (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Netherlands,NED,F,Wout WEGHORST,FW,AFC Ajax (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Netherlands,NED,F,Memphis DEPAY,FW,SC Corinthians (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Netherlands,NED,F,Guus TIL,MF,PSV Eindhoven (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Max CROCOMBE,GK,Millwall FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Tim PAYNE,DF,Wellington Phoenix FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Francis DE VRIES,DF,Auckland FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Tyler BINDON,DF,She eld United FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Michael BOXALL,DF,Minnesota United FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Joe BELL,MF,Viking Stavanger (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Matthew GARBETT,MF,Peterborough United FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Marko STAMENIC,MF,Swansea City AFC (WAL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Sarpreet SINGH,MF,Wellington Phoenix FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Elijah JUST,MF,Motherwell FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Alex PAULSEN,GK,Lechia Gdańsk (POL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Liberato CACACE,DF,Wrexham AFC (WAL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
